date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:07	72867/72867	---M-Z	200	added ('OK')	text/html	etag:%2211ca3-60c4f69e-94166b;gz%22	https://vetra.laborasyon.com/demos/default/profile-connections.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/profile-connections.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:07	76468/76468	---M-Z	200	added ('OK')	text/html	etag:%2212ab4-60c4f69a-9416a0;gz%22	https://vetra.laborasyon.com/demos/default/user-list.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/user-list.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:07	73285/73285	---M-Z	200	added ('OK')	text/html	etag:%2211e45-60c4f69a-9416bc;gz%22	https://vetra.laborasyon.com/demos/default/user-grid.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/user-grid.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:08	5194/5194	---M-Z	200	added ('OK')	text/html	etag:%22144a-60c4f69c-941669;gz%22	https://vetra.laborasyon.com/demos/default/register.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/register.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:08	4132/4132	---M-Z	200	added ('OK')	text/html	etag:%221024-60c4f69c-9416b6;gz%22	https://vetra.laborasyon.com/demos/default/reset-password.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/reset-password.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:08	4545/4545	---M-Z	200	added ('OK')	text/html	etag:%2211c1-60c5f028-9416aa;gz%22	https://vetra.laborasyon.com/demos/default/lock-screen.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/lock-screen.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:08	2432/2432	---M-Z	200	added ('OK')	text/html	etag:%22980-60c5f028-9416a3;gz%22	https://vetra.laborasyon.com/demos/default/account-verified.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/account-verified.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:09	1280/1280	---M-Z	200	added ('OK')	text/html	etag:%22500-60c5f02a-941676;gz%22	https://vetra.laborasyon.com/demos/default/404.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/404.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:09	54953/54953	---M-Z	200	added ('OK')	text/html	etag:%22d6a9-60c5f02a-9416c2;gz%22	https://vetra.laborasyon.com/demos/default/access-denied.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/access-denied.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:09	1299/1299	---M-Z	200	added ('OK')	text/html	etag:%22513-60c4f69e-94166a;gz%22	https://vetra.laborasyon.com/demos/default/under-construction.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/under-construction.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:09	83359/83359	---M-Z	200	added ('OK')	text/html	etag:%221459f-60c4f69a-9416c4;gz%22	https://vetra.laborasyon.com/demos/default/settings.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/settings.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:10	61789/61789	---M-Z	200	added ('OK')	text/html	etag:%22f15d-60c4f69e-94167e;gz%22	https://vetra.laborasyon.com/demos/default/pricing-table.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/pricing-table.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:10	74364/74364	---M-Z	200	added ('OK')	text/html	etag:%221227c-60c4f69e-9416a1;gz%22	https://vetra.laborasyon.com/demos/default/search-page.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/search-page.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:10	63130/63130	---M-Z	200	added ('OK')	text/html	etag:%22f69a-60c5f02a-9416af;gz%22	https://vetra.laborasyon.com/demos/default/faq.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/faq.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:10	72957/72957	---M-Z	200	added ('OK')	text/html	etag:%2211cfd-60c5f02c-941687;gz%22	https://vetra.laborasyon.com/demos/default/accordion.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/accordion.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:11	64943/64943	---M-Z	200	added ('OK')	text/html	etag:%22fdaf-60c5f02c-9416b3;gz%22	https://vetra.laborasyon.com/demos/default/alert.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/alert.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:11	61930/61930	---M-Z	200	added ('OK')	text/html	etag:%22f1ea-60c5f02c-941673;gz%22	https://vetra.laborasyon.com/demos/default/badge.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/badge.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:11	62732/62732	---M-Z	200	added ('OK')	text/html	etag:%22f50c-60c5f02c-941698;gz%22	https://vetra.laborasyon.com/demos/default/breadcrumb.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/breadcrumb.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:12	69142/69142	---M-Z	200	added ('OK')	text/html	etag:%2210e16-60c5f02c-9416c3;gz%22	https://vetra.laborasyon.com/demos/default/buttons.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/buttons.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:12	83516/83516	---M-Z	200	added ('OK')	text/html	etag:%221463c-60c5f02c-941675;gz%22	https://vetra.laborasyon.com/demos/default/button-group.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/button-group.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:12	59487/59487	---M-Z	200	added ('OK')	text/html	etag:%22e85f-60c5f02c-941674;gz%22	https://vetra.laborasyon.com/demos/default/card-masonry.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/card-masonry.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:13	70941/70941	---M-Z	200	added ('OK')	text/html	etag:%221151d-60c5f02c-941688;gz%22	https://vetra.laborasyon.com/demos/default/carousel.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/carousel.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:14	62061/62061	---M-Z	200	added ('OK')	text/html	etag:%22f26d-60c5f02e-9416ad;gz%22	https://vetra.laborasyon.com/demos/default/collapse.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/collapse.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:14	105323/105323	---M-Z	200	added ('OK')	text/html	etag:%2219b6b-60c5f02e-9416ae;gz%22	https://vetra.laborasyon.com/demos/default/dropdown.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/dropdown.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:14	93233/93233	---M-Z	200	added ('OK')	text/html	etag:%2216c31-60c5f02e-941692;gz%22	https://vetra.laborasyon.com/demos/default/list-group.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/list-group.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:14	119796/119796	---M-Z	200	added ('OK')	text/html	etag:%221d3f4-60c4f6a2-94169a;gz%22	https://vetra.laborasyon.com/demos/default/modal.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/modal.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:15	91980/91980	---M-Z	200	added ('OK')	text/html	etag:%221674c-60c4f6a2-9416b8;gz%22	https://vetra.laborasyon.com/demos/default/navs-tabs.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/navs-tabs.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:15	68228/68228	---M-Z	200	added ('OK')	text/html	etag:%2210a84-60c4f6a2-941680;gz%22	https://vetra.laborasyon.com/demos/default/pagination.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/pagination.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:15	60001/60001	---M-Z	200	added ('OK')	text/html	etag:%22ea61-60c4f6a4-94169b;gz%22	https://vetra.laborasyon.com/demos/default/popovers.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/popovers.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:15	68724/68724	---M-Z	200	added ('OK')	text/html	etag:%2210c74-60c4f6a2-9416a8;gz%22	https://vetra.laborasyon.com/demos/default/progress.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/progress.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:16	71078/71078	---M-Z	200	added ('OK')	text/html	etag:%22115a6-60c4f6a4-941678;gz%22	https://vetra.laborasyon.com/demos/default/spinners.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/spinners.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:16	80949/80949	---M-Z	200	added ('OK')	text/html	etag:%2213c35-60c4f6a4-941677;gz%22	https://vetra.laborasyon.com/demos/default/toasts.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/toasts.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:16	98570/98570	---M-Z	200	added ('OK')	text/html	etag:%221810a-60c4f6a4-94166d;gz%22	https://vetra.laborasyon.com/demos/default/tables.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/tables.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:16	58986/58986	---M-Z	200	added ('OK')	text/html	etag:%22e66a-60c4f6a4-941684;gz%22	https://vetra.laborasyon.com/demos/default/tooltip.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/tooltip.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:17	65075/65075	---M-Z	200	added ('OK')	text/html	etag:%22fe33-60c5f032-941689;gz%22	https://vetra.laborasyon.com/demos/default/forms.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/forms.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:17	67900/67900	---M-Z	200	added ('OK')	text/html	etag:%221093c-60c5f032-941694;gz%22	https://vetra.laborasyon.com/demos/default/form-control.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/form-control.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:17	61010/61010	---M-Z	200	added ('OK')	text/html	etag:%22ee52-60c4f6a6-941690;gz%22	https://vetra.laborasyon.com/demos/default/select.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/select.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:18	76134/76134	---M-Z	200	added ('OK')	text/html	etag:%2212966-60c5f032-94169e;gz%22	https://vetra.laborasyon.com/demos/default/checks-radios.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/checks-radios.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:18	58521/58521	---M-Z	200	added ('OK')	text/html	etag:%22e499-60c4f6a8-941670;gz%22	https://vetra.laborasyon.com/demos/default/range.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/range.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:18	89190/89190	---M-Z	200	added ('OK')	text/html	etag:%2215c66-60c5f032-9416a4;gz%22	https://vetra.laborasyon.com/demos/default/input-group.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/input-group.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:18	64894/64894	---M-Z	200	added ('OK')	text/html	etag:%22fd7e-60c5f032-94166e;gz%22	https://vetra.laborasyon.com/demos/default/floating-label.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/floating-label.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:19	86511/86511	---M-Z	200	added ('OK')	text/html	etag:%22151ef-60c5f034-9416b5;gz%22	https://vetra.laborasyon.com/demos/default/forms-layout.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/forms-layout.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:19	91110/91110	---M-Z	200	added ('OK')	text/html	etag:%22163e6-60c5f034-941679;gz%22	https://vetra.laborasyon.com/demos/default/form-validation.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/form-validation.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:19	64988/64988	---M-Z	200	added ('OK')	text/html	etag:%22fddc-60c5f034-94168d;gz%22	https://vetra.laborasyon.com/demos/default/form-wizard.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/form-wizard.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:19	68826/68826	---M-Z	200	added ('OK')	text/html	etag:%2210cda-60c5f034-94167c;gz%22	https://vetra.laborasyon.com/demos/default/form-repeater.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/form-repeater.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:20	56795/56795	---M-Z	200	added ('OK')	text/html	etag:%22dddb-60c5f034-9416bf;gz%22	https://vetra.laborasyon.com/demos/default/file-upload.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/file-upload.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:20	57367/57367	---M-Z	200	added ('OK')	text/html	etag:%22e017-60c5f034-94168e;gz%22	https://vetra.laborasyon.com/demos/default/ckeditor.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/ckeditor.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:20	58635/58635	---M-Z	200	added ('OK')	text/html	etag:%22e50b-60c4f6a8-941666;gz%22	https://vetra.laborasyon.com/demos/default/range-slider.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/range-slider.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:23	58841/58841	---M-Z	200	added ('OK')	text/html	etag:%22e5d9-60c4f6a8-9416ab;gz%22	https://vetra.laborasyon.com/demos/default/select2.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/select2.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:23	59215/59215	---M-Z	200	added ('OK')	text/html	etag:%22e74f-60c5f034-9416a6;gz%22	https://vetra.laborasyon.com/demos/default/input-mask.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/input-mask.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:24	60148/60148	---M-Z	200	added ('OK')	text/html	etag:%22eaf4-60c5f034-941693;gz%22	https://vetra.laborasyon.com/demos/default/datepicker.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/datepicker.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:24	57748/57748	---M-Z	200	added ('OK')	text/html	etag:%22e194-60c5f036-9416ba;gz%22	https://vetra.laborasyon.com/demos/default/clockpicker.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/clockpicker.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:24	73437/73437	---M-Z	200	added ('OK')	text/html	etag:%2211edd-60c4f6a2-9416a2;gz%22	https://vetra.laborasyon.com/demos/default/typography.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/typography.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:24	58126/58126	---M-Z	200	added ('OK')	text/html	etag:%22e30e-60c5f02e-941682;gz%22	https://vetra.laborasyon.com/demos/default/images.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/images.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:25	57652/57652	---M-Z	200	added ('OK')	text/html	etag:%22e134-60c5f02e-941671;gz%22	https://vetra.laborasyon.com/demos/default/figures.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/figures.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:25	68011/68011	---M-Z	200	added ('OK')	text/html	etag:%22109ab-60c5f032-94166f;gz%22	https://vetra.laborasyon.com/demos/default/avatar.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/avatar.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:25	71346/71346	---M-Z	200	added ('OK')	text/html	etag:%22116b2-60c5f032-9416b1;gz%22	https://vetra.laborasyon.com/demos/default/icons.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/icons.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:25	62634/62634	---M-Z	200	added ('OK')	text/html	etag:%22f4aa-60c5f030-94167d;gz%22	https://vetra.laborasyon.com/demos/default/colors.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/colors.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:25	56953/56953	---M-Z	200	added ('OK')	text/html	etag:%22de79-60c5f030-94169c;gz%22	https://vetra.laborasyon.com/demos/default/apexchart.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/apexchart.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:26	56532/56532	---M-Z	200	added ('OK')	text/html	etag:%22dcd4-60c5f030-941697;gz%22	https://vetra.laborasyon.com/demos/default/chartjs.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/chartjs.html	(from https://vetra.laborasyon.com/demos/default/index.html)
